userID,screenName
4384498037,PeiCrthers277
706993895339663360,OurHiddenHistry
4838720359,DavidDwest450
3323377639,J_Harley_J
707040767638831104,DoctorPhilosopy
3313987452,FonsecaReza
707988049112621056,FaithfulMamas
742102013597618178,sim_eu_28
3312322053,Jameshairstyles
707756739597176832,baked_zombie
707639852360011776,FsalSalazar
3321231578,PatriciaWabuda5
3434107024,OKPARACHIMEZIE1
707821537097867264,hasan8317
3432238287,pambele63
4840371112,andremcaldwell
4840263075,StewardAimee
742122630363414528,CZCU24
2843109238,MotherLax
3226079734,lindagambini
2487001247,ShaplngActive
2436397851,BrunVeronique2
2436384261,meg0neunan
2424830604,claudiovrsaga
2436032202,Legendarygs
2486794581,e0kickboy65Nq
2487001522,Nuggy3922
2425886364,VoiceboxOFNaija
3226358399,AidaFt5j439
3226077550,LaddJodie
3207970632,pylolobarax
3208032044,zusucydozuru
3227724994,cuqugubefeh
3208036937,joe1992b
3221823563,DionysiusRae
3227510716,vimotuqariv
3206168197,xyfybaceniwy
2437207966,RaWwDance560
2436856774,theblasterchlef
3205459410,xyqizidygudu
3205333592,ruzugejofabi
3205759760,zexydibagapo
3206645796,wobugysysaq
3205987792,eltoncake
3255010136,blindspotreport
2384461068,fobtzii
3214641810,takebackyourden
3224771453,RescueserviceRs
3002606233,anglosajonas
2486087273,l3AmandaSimpso
3255757992,simonna5566
3209582653,tunigawatepo
3257116134,rMRonDillinger
3254377679,wilohoxegaku
3227361494,franksaczawa
2425453050,vofnmoldova
3224469546,imelian935
3223755684,BrittBachelor
3226026527,ada_foat
3227525530,qyrekyhumefu
3227070747,cekenowojyp
3226986167,zyqimygygixa
3226864606,nicyxatoxyj
2425480345,vofnsanmarino
2486680191,KlmberlleyXxx
2427810162,TrendsAguasCal
2431738877,gayle_campling
3221954992,AmeliaEastment
3222103063,tiwaripushkal
3238250994,spaladino_nl
3227175778,seganopaxub
3226708191,lumajepegygu
3002766373,leaftrout
2431480944,obeyyadimir29
3222656507,loadrywav
3222715046,utepminer01
2486660451,gtDividedSky42
2428313406,alfredo_rob18
3238168410,briannacguzz
3227265569,wyvowecegyga
3229060031,DionneImes
2412229690,BBeccson
3422853155,Dardodirecto
2959042208,ajmal7417
3425283095,ssahalessy1
3425197642,halseyviews
2959678221,JeffRiepl
3426888580,jrivera313
3426898763,essential_ken
3419161153,Brio27Che
2959131395,dineshreddyg7
3420644458,susan_naiser
3420113182,new96reb
3439466565,francosaid17
2955595822,cooksey_bolt
3439353892,Siemp_Fuerte
3425700597,urqueenalex23
3439644137,nikeair_phillip
3439294121,gordaDcanela
3439821867,mixatorfam
3440649627,Theo_Echeverri
3422916857,lizalaluli
3420254734,Moreno6Encarni
3424594451,timeofgist
3424363325,dibr4526
3424924569,damariscquin
2197963267,livinlykelarr10
2960208918,fernandonaliel1
2957649348,allisonbbeach
1955379721,horseface09
3432922365,USSansKittyCat
1976616217,jenniferlmoose
3432743387,danielsaavi
1378595738,bellareyeslaw
4132203618,conscientioush2
4110094397,KrisJoes_Blog
2908136273,Siegman_Fire
1375137474,MyPostADay
4118844553,DeepBIiss
4120489034,BurnedButter
1381709640,MichaelSh_Meyer
4102762453,ayzuka_48
4136622442,RickyD4545
4118586972,SealabCaleb
4106093835,casilcla
1368761508,awdyTX
4101887003,RosichHannah
4130708116,Announcify
4105324203,NewsAppeal
1365988602,bparikesit99
4201910279,alamata_sod
2901814180,NerdMist
4203979634,cryptovote
4202887632,HeroDiegoE
4141617136,Robcole52062485
4127895994,borahTaylor
4105550067,timothycope76
1362507769,jo3ymartin11
1363186267,jddaniel616
4123807367,JillMil68308451
4139845709,tangoravi
4140418239,HerveDagnet
4124807182,Phumzilekhanyi5
2549273563,JonPaulMontavlo
4146269842,wangqian1984
4149233415,Hockman17
4165589074,tardiscoffin
4166488485,darkwebface
4168316417,ColGrovePolls
4167079943,mtdempsey1
4168317493,brookecranee
1353835358,carriedaxton
4155123965,maryjoyventura5
4153915635,CutieNicole3
4155340713,Jasmine0155
4158493396,tonio_du1
1353852949,jamesba37
4154598875,MaribelTamayo4
1352727709,J_redeye366
4154930174,TradingTide
4142655503,eliconoclasta63
1361956044,bfmullen
4149460882,succhood
4145069549,lexifknclariss
4145079825,King_QueenC
4144890316,Dani_aaf
1347394585,briyith768
4163742268,Mobile8Gaming
4164543988,veedssnacks
4111815917,Spdincoptonlin2
4111959916,zaratefrancsisc
4115482047,Highhmxmi
1376790626,jxmitche2
4170067344,madhav_nemani
4168988368,savedspots
4164982991,PaoshLion
2550995540,allisonmor_ris
4170479054,CrackenTeddy
4171025007,Percent_Tweets
4172477772,joserojas188
4161693255,Intercept_feed
4161577037,TheHiveSays
1339444020,ShehryrKhan
1339135110,smbrown1791
2551175473,suttonurtht
4178115388,BuffPostsApp
4179494173,RevoTLiP
4191245590,realsparware99
4191237682,grieashamer
1333601137,kspin701
1332912722,kent_willard
4185103752,Johnsons3079
1330890769,se_sosa
4184011032,ArthursRealm1
4174236214,khoihanh
4183376247,creambm2
1327874180,caffeinlove_
4188551487,qasimali431
4189338808,JoliePomar
4189733172,Abdullahali72t
4190145737,bengal_tigers37
4189964291,GJHarry01
4189270528,libdaren
2871569023,LostNicky
2871568753,jillcifer
4581521834,halifaxci
4580876963,JohnMcg28398556
924070494,awijitsudan
4582961173,itzrxchell
4586476762,kohtingwen
2871534208,Ostar_usa
4584725775,ZombifiedSpider
4192795073,MaruMaru295
4193665647,VWichelenLucas
2902534621,Beatles2522
4194610625,politiseecom
4194983674,StevenParish4
4194612993,BahijaChaouki
4186299552,AgentAbacus
4186533513,BDanama2293
4187958095,Francis1933
4187566551,losscauseart
1319041718,DanielG36823537
1318853395,ij99x
4199156606,Prashob2110
4200891203,MTrapido
4216152079,HighFrequencyUS
4217587572,dra_231
4218357479,SrikanthThota94
2901508837,be5548a695244a7
4205986510,GoMdSiY
4195457544,FxNames
4195183522,shawwtymaz
4195288341,Ikramkhan155t
4196496673,GatesControl
1308869912,SHARK_FILMS
1319889086,Bangor971
4195856062,RTAllMinutes
4195521629,SmartromsCo
1320666186,2016olympic_rio
4212434787,LorenzoConti29
2902349278,connewsandhumor
4196343259,SoundVisionMX
4195431507,Emilly117957
4212720374,shankykm
4213983074,MsHeddaHopper
1305719448,HUSDHAmom
4181956519,ItsSimbaBitch
4218642735,Nicole4Moreau
2555174616,z0n31nd
4220014973,DylGMom
4207729392,brother_jay77
4209360553,edcba_0
4211342235,FunySelfiebrity
4211567473,c13170
4211741950,AlexisonlineAA
4238879892,erpremote
4225304898,tech_entreprenr
4224884721,RaulphLauren333
4224991152,tech_pioneers_
4222807749,CaptainPronin1
4222810421,EUneedsTrum
4237961541,hollandtina413
1273039602,trendinaliaAE
4240861273,AliHass2015
4237702653,cocosschanel
4239546532,FrasesApp_
4237355361,maniafy
1279335602,LINYFW
4229996307,WatchMojoIsHip
4230034437,MAHIGANINIT
4800875928,Tedcruzfanatic
707258516,IloiloJ
4799927382,crazyboyfriendT
701453582,SusJuul
4802684639,AisaRetirement
4808967203,chrisbrocker57
636477624,noel012345
4818449273,Owenarnr2005
2830923055,FoghogdogMike
4819838338,thugbuddha
605517698,BestOracio4
4864266435,DaveyTommy1
4865844315,GarVzlaAnonsG2
4864330059,Df_h80
4866231777,bloanstructure
2590597760,LinnRamacey
2824340586,AnonymvsDotNet
599891188,Merch4Humanity
4809143001,AnushaJose1
4871669899,stephan60103295
602040500,ruebenschnulle
601937230,StuckertMichael
2590839230,andrewmpolson
4870963288,carsc910sc
602258225,jmoser1975
4870579659,Vivi_SSB
4809273860,Romantic_Artist
2823796265,gnaKRywmhW
2590622735,sedelbrock42
4873725187,marileezavala
2823528312,vijaykumar613
4833626335,SwetzAndrea
618450586,buosnuggleszam
2587929679,MoveToBoulder
600509393,LDV1092
4871753019,HarleyQuinn122
4871001075,TeyBoiii
4836609460,diplomatico80
4838275359,foxnews02
2587663542,XunSun2
4839933526,JaniceBrown55
4804712968,picklechipsrock
4803261914,StupidLittleCu1
4839869969,RobinKerns25
4840143519,FloridaBlackCar
4801780370,LunatecNetworks
4839817161,RuthJohnson25
4826070250,ahsstiel
4842400966,TheGoodStew
4840681992,JosephtToobi
619351913,GheoHawkfmz
618684542,kpkwilcott18
4843625123,ALOCAVIADOO
619222929,vpccholstupid
619459788,vxxwarzyman
619486449,mtrmaryiangge
2583284431,brockmb45
4819004157,mamaburk24
2834632097,Rose_D_Theo
2834721564,madness_ends
4777320021,joseasundong
4821879537,lordlemonleg
4805518154,Tristen805
4777108350,AMERICAFORWARD1
718701626,RZombee
4783683215,juliovasquez037
4784640555,lisagrenhall
4787884647,ChidozieHen
4793143462,TechRupleInc
4870332849,ObbasFrancklin
713125800,FahdMumtaz
4789232176,Cris_Argoti
4794920196,Kryan232
4864879844,jpbaca288
2833198434,seyler_51
4794739249,themba120
4855193986,pink_magnoila
4855223045,pellegrino_jr
4819033433,johnnyj820
2826796735,tim2952
613798474,eilMagneset
613802952,cutedesignskkn
608483345,wcywykid123
4856812453,jadecyh
4857247234,c_nkr1
4855327150,chrie_martel
4858895314,emilyeburr3
2826479977,sjpeterson22
4858283939,_240k
714155636183797760,dkuschelmoney
714190698120089600,phobicq
714163418035527680,SirEpicII
714164217327300610,fckingwhitemale
714153033903398913,GC_Translation
714203659756670976,ityaboy_joey
714205148424380416,96_ben_ousmane
349063361,XavierRivera6
714207939599458307,squidney_02
714191434384084992,PrezDonaldTee
714212817709105152,StevenReturns
714216679333453824,blueghost_jpg
714219302635876352,MoNiToSolTErO
714189000513347589,InderyasI
714183437368688640,nAVrCSRMnzeB8MG
714183660614848513,ifuseekfelly
714230408926388224,vacantlay
714245577802842112,TheClassyMeme
714241814409191424,antiques2010
714260143416950785,t_borg126
714205469691105285,SeacretGahrden
346720696,michael__peres
714272709283356674,sonofabeecham1
714189189865021440,siddy808
716615106021294080,TesfaAlebachwe
714267980121640961,JadaBro246810
323987679,ReijndersP
2775272544,WedWetLogAdd222
716682566795825153,RigorCreativo
716724311084675076,GPinkSnapback
323763659,CICOldBoy
2614349510,5sauceperfectxx
716986973882347520,NewmanPatch
717037126592888833,DaBernNFLBoss
716869004443254786,8diirtyonee
717060787047677953,KennedyBodo
717092217584750594,HanoverSligh
717187227705548800,JohnLan48628126
717197596679397376,cindy570502
717272679171141632,rC9duavAcYCYTv1
716868832946753536,Aliyumy2
714213843266838529,BGalvosaite
714570679937400833,ssearchhistory
714217123372003328,lpotter61
714595983204569090,YohannesAmhara
714783949692612610,mbyirukirajames
714812340122869761,toastjobs
714826232282615808,radurgon
714615673138323456,icoopa0403
714899097044574209,Abe_Linc_
714901139918045184,JohnstoneStkyrd
716560156746711040,Chinemeremwizzy
338858352,SimranzeetVig
714960531904413696,kevinramospress
714173525066645505,erkenyetisenda
715062811253145600,lilsosacapone
339789355,RogCemp
714185298041643008,18Coolestguy
337009521,ozlifeadvice
714174000293928969,lala__00
714177101788815360,kayces61
713937061775060993,dianarey20451
713942363719077889,spillthetearats
713998161593962496,MoinKha81149265
2775690037,RowLitAhaAmp341
713977774873030656,TumblrJunkies
714067158674903041,mehtakirit12952
714036964832493568,PascoeKaty
714011167937531905,sakiba07
714013928376963072,rollincrock
347920917,wniabbr
714191578261159936,DylanLysek
714023726354997248,caitlin299811
714035152737996800,besttumblrweb
714065072440500224,FarhadANur1
714063691268886529,bszaloczi1
351140401,TueurDeTroll
714181998814756865,lorddaeb
714103751318106112,rhonnaherr
714182727549911040,racerchris14
714112841754673152,Stevenm28687518
2774978545,bad_fanfic
714137145116495872,ganiodun
716798718545174530,jonathanmcclai7
714230616372293634,NathanielEnfie1
714147525410689024,MarcosCcruz1
716993732592197632,Trillyoungb
2772499196,taghuntsville
2772580135,LipFedMatAnt563
716027854778155013,StingChibi
716067750729351168,djscottt12
714268433072857089,brianblake107
714178861441818624,Madgamer371
714197352492449792,yosman310
716459558647021568,breeeemarieeeee
714567596364800001,jc_13n
714564376200478720,netflixandbbw
716471698464370688,SvetaBauers
2772555140,KidEmuSagApe674
4822164340,SofiaConsola
4824067917,bonnasaiko
2830622930,KenndthEnsor
633602333,kaelalewis8
4825761074,sanantonionews2
4828279804,Alessan7681
4830848175,dljustinb
714219417157177344,ramonramirezlvl
714220663951769600,dr_liban22
2586394010,MEChannelLive
2586442772,AdameClouse
628642757,GZakrzewske
628526726,aliciabenoitjac
2829724338,samsaliba46
4833132418,nanner_06
716984709234827264,KumawatRuju
717321879837614081,TabinVrba
717350806132011008,RobenaKimberley
717398424484708352,PeritoRoseanna2
717350626330435584,york_jory
717460225440276481,Miss_mwenya
717544639721521153,Ronadivey
717619064005332992,condry75603024
2614288789,DPC321
717666247824039936,MarlinMason4
717713430044549120,JRhamxey
717720111990190080,NoorNoor111122
2769688912,xeellaax
318163936,JohnValentine4
717769854523019264,DailyRapPost
717780955323244544,PatKarchik1
717799927846277121,MirzaKishwar
717819649283362816,larson_colin
717832775106039808,CarlacannCano
717848787868377088,LeeLangella
717857077872304128,PachiPFG
317487309,mariafer_ruiz
715213574654803969,GalvezSissy
335917513,ebsencare
715262639459274752,jajajaj33018701
715319883504824320,pandapvp123isa1
715318213567848450,TyroneJamal_IV
714694430255685632,lisaashby7
715390897769164802,DavidBe63777433
715428528812990468,99berenicee
716751578527633409,News2056
333931205,rakeshpriyatham
715550277806370822,PolicyEye
715634865228681216,SinistraMiC
716797810998272001,DarleneHead20
332078597,opnspirit
715659671542108160,Louise__Burney
715644738167119872,Raycehudson42
715600875977326592,ErbeeHhoye
718379459674533888,tsarnaev15
718453771475542019,ClickBaitt
714275127467384832,Nominate_Marco
2614867094,_HunterXpress
714276686741659648,MSebastian9112
2773821320,Navyjones9
341496928,zda_95
714815919730466816,amritbh15745180
714874196455768065,vriska_male
340488302,T19J10W23
714873546472865792,Stillwaiting96
714820823366893568,sofia1_tm
341274196,GlassesCleaner
2773691198,TilPadFanAgo563
714866319758344192,1Chase730
714114115728486401,AboudouIbrahim5
714933276444483584,DeeCash06232387
714912820287180801,AdrianaRaia1
714946646606368768,ferjzarate
338927883,E__Komik
714979054575681536,aganfewa
715007192395550720,adrianisraelsa
337805916,WTrumanBot
715027156179529728,Best4Boro
714876891899932672,Mormons4Donald
715039451014107138,greatoaksnaps
715059091329191940,BennethBonnie
2773462020,askalu_mehari
336765598,MarkyMarcGarcia
2773381212,HidEmuEmsDot7
715126779879563264,PetitFutey
714258221616082944,LinnsGarden
713937300661469185,Garth_Pancake
713938134866792448,voltron559
713965102949531648,FuryKingg
713962866446114816,mataz_sakal
714080832789487616,fred28741184
